slide_id,num_tiles
TCGA-EE-A3JE-01Z-00-DX1.ABB4DD85-6E75-41F4-9A7E-60CA0E259FC9,2725
TCGA-EE-A2GI-01Z-00-DX1.3555691F-4DCF-45E9-9360-A7F34361B7AA,21635
TCGA-FS-A1ZN-01Z-00-DX5.2BE51074-7E23-41C0-A3EA-1A84BF812048,12134
TCGA-FS-A1ZN-01Z-00-DX7.350F3A9C-29B0-42D6-808F-EC671D923B8D,13695
TCGA-FS-A1ZN-01Z-00-DX2.78D26246-C824-450A-B055-BDC9BBC38D2B,34701
TCGA-FS-A1ZN-01Z-00-DX3.4DAB37E0-79FB-4B8B-BA51-3441A2129F2C,28494
TCGA-D3-A5GL-06Z-00-DX1.94EB7EB4-7906-4D03-BBF3-D25BD7517D91,17723
TCGA-ER-A19N-01Z-00-DX1.8EE30DC5-C847-466A-8283-7AEF32EE0EB6,30980
TCGA-XV-A9W2-01Z-00-DX1.49675C94-0F98-4867-8C7E-398C2F41507E,18037
TCGA-FS-A1ZM-06Z-00-DX1.E019A4FB-9690-4307-ADDD-3FF7BA153FCC,25040
TCGA-EB-A3Y6-01Z-00-DX1.95CD1743-DDC4-4ABF-8C48-1C93FEA54D13,10475
TCGA-WE-AAA4-01Z-00-DX1.19FD789B-2028-4366-93A0-EA95E05629BA,5499
TCGA-EE-A2GH-01Z-00-DX1.42CDC27D-0C69-437B-9569-21FE55DCB56A,22158
TCGA-FR-A8YE-06Z-00-DX1.3B3CEEB1-86BF-4B7D-A6B8-5421552F6CCB,26700
TCGA-D9-A1JW-06Z-00-DX1.7BDC2E73-12DC-496D-8DCF-A56120D16C0B,15410
TCGA-IH-A3EA-01Z-00-DX1.4CB876AA-E46B-4C4C-B6B3-3EF3C4525E7F,29842
TCGA-DA-A960-01Z-00-DX1.89BAEF28-636F-4A4D-B4D7-399073693D79,1972
TCGA-D9-A3Z4-01Z-00-DX1.5807DC41-0370-4F3C-8ECB-4A12B81C8FC7,8415
TCGA-ER-A19J-01Z-00-DX1.2ED00A97-7C5C-451E-B3BB-843F76B2C90E,23408
TCGA-YD-A9TA-01Z-00-DX1.FA69A80D-A4CF-4008-BE27-58D4F8B30827,16978
TCGA-EE-A3AA-01Z-00-DX1.8AAA0943-A542-4FA7-A649-AD79CEE24458,6307
TCGA-DA-A95X-01Z-00-DX1.F66442E6-F0C9-4528-B000-E47FCAA964FD,618
TCGA-EB-A3Y7-01Z-00-DX1.4F5C0668-96CD-4614-9A22-B2A29FB7838C,6878
TCGA-D3-A1Q7-06Z-00-DX1.25BEC48C-7909-4D71-B428-F25F8105C409,14820
TCGA-WE-AAA0-06Z-00-DX1.32141783-F374-42AC-A8EA-477B2DB14923,10509
TCGA-D9-A3Z4-01Z-00-DX2.6EE916B0-7119-41CE-9754-37CD8E5CB1C2,16172
TCGA-EE-A3AE-01Z-00-DX1.4B4AD817-D988-4BBF-89C7-9E0D0E5BBE05,23435
TCGA-EE-A3AC-01Z-00-DX1.88164694-3D29-4D4F-AFF1-8E8425FA7A56,19311
TCGA-EE-A29L-01Z-00-DX1.63E1EE2B-FC39-4E41-9C48-6E6371055411,26492
TCGA-D9-A6EC-01Z-00-DX1.5F4CB042-C371-44FA-9653-EDB218C6733D,13896
TCGA-EB-A3XE-01Z-00-DX1.DC27C8AE-FA5B-438A-8C90-B5E66E9F489C,7206
TCGA-FS-A1ZC-06Z-00-DX2.D276DA18-BE05-4E67-9C91-DB2560078E3B,13900
TCGA-DA-A3F8-01Z-00-DX1.ACE3310A-0BB5-4243-82EF-92CABB53830C,3251
TCGA-FR-A69P-06Z-00-DX1.D4CEAE91-6400-4FA0-A34D-5E56A8382CEA,8131
TCGA-FS-A1ZC-06Z-00-DX1.9D418455-6B30-4042-8A2D-45631D49EADD,18616
TCGA-EB-A44O-01Z-00-DX1.A07646AF-D30D-4C44-B8F6-B81D3F2A4F5D,11653
TCGA-EB-A5VU-01Z-00-DX1.18EB50C3-F786-4094-B54F-37553B8E5FD8,7976
TCGA-WE-A8K4-01Z-00-DX1.C2B24058-E4F7-4AE2-9527-7BF524A6C3F3,22198
TCGA-FS-A1ZD-06Z-00-DX3.04C0700C-C2DD-4EA9-B69A-EC42AB487847,38635
TCGA-D3-A8GO-06Z-00-DX1.357CD90F-23D3-45BB-BA13-DCF5AED677C1,19704
TCGA-EB-A5UN-06Z-00-DX1.A3554E02-198F-48CA-A055-FF9D617C2B11,21317
TCGA-GF-A4EO-01Z-00-DX1.A895033F-BC64-4871-8292-BCEB4FF5B9DE,7111
TCGA-EE-A2ME-01Z-00-DX1.E7D69A52-3A0D-4001-8EA5-57100083550D,23089
TCGA-QB-A6FS-01Z-00-DX1.22C6E37E-DB61-45FA-8D11-A544209C4219,15670
TCGA-D3-A51K-06Z-00-DX1.CBDB017A-31B3-430E-B69B-5789F79504B2,12370
TCGA-EB-A42Z-01Z-00-DX1.FD9A9A45-2333-43FB-A9F4-E429CDD8E8AF,19601
TCGA-EE-A29D-01Z-00-DX1.20E820A1-6292-4717-ACAC-9797321FDE2A,12508
TCGA-ER-A19P-01Z-00-DX1.5B9541C0-0651-4E35-B2CB-0F6E52E6BACA,31649
TCGA-ER-A19S-01Z-00-DX1.D8232ED9-8183-4BF7-8B63-58A9481B3CD1,28216
TCGA-ER-A19K-01Z-00-DX1.C7AAFCAE-F735-43A7-958A-EF162BAECB77,10939
TCGA-GN-A26C-01Z-00-DX1.E6395A6B-21CA-4994-9F01-738B915ADFB8,14126
TCGA-D3-A1QA-07Z-00-DX1.FF80DD52-540E-4378-BAC8-F229ABF5411A,20864
TCGA-D3-A1QA-06Z-00-DX1.FDAEC5FD-E0C9-4B7A-8C21-00D4E8792F4F,23454
TCGA-FR-A729-01Z-00-DX1.90FA96F1-549C-4E9A-B9EC-F7EBA35FCC0D,15657
TCGA-EE-A3AG-01Z-00-DX1.75BA8FFE-82A0-4FE0-B538-2451561DA164,16665
TCGA-GF-A3OT-01Z-00-DX1.014B8884-EE9D-4F3A-81BB-9DCAC92CC2AE,10297
TCGA-EB-A5SE-01Z-00-DX1.2E10E7EF-B902-479F-ACBF-E852836FF7B9,7070
TCGA-FS-A1ZD-06Z-00-DX1.C7653162-9ED9-42C0-A012-72301B5E3B49,17332
TCGA-WE-A8ZN-06Z-00-DX1.9134D58D-8DE3-4310-9E0E-8095CF3FDA6C,17055
TCGA-GN-A269-01Z-00-DX1.8DEB7375-C896-48F9-903F-5BA1384B10D7,24050
TCGA-EB-A42Y-01Z-00-DX1.C2F1ACDE-A147-4CAD-AB46-B1A4632BB4A7,10784
TCGA-OD-A75X-06Z-00-DX1.1632CB25-A6A8-4F5B-8D5E-E6F3CCF5C022,20022
TCGA-D9-A1JX-06Z-00-DX1.C9C0FE8D-5FB3-410F-9BBE-C831BDA24A7E,14212
TCGA-BF-A1PV-01Z-00-DX1.58ECB5AA-6FCE-419B-8DD0-6B8F6BC430CC,1187
TCGA-D3-A3C3-06Z-00-DX1.E5A8F232-C772-461D-A997-BF97599E4E66,14942
TCGA-D9-A1X3-06Z-00-DX1.17AC16CC-5B22-46B3-B9C4-9E1F9C688D84,12252
TCGA-D9-A1X3-06Z-00-DX2.B7119EA5-DADA-456F-B4A0-BF45E44E0BCF,15652
TCGA-EE-A20B-01Z-00-DX1.BAA59F59-B286-4DAF-BB9E-0FCCD09E67C4,14819
TCGA-EE-A29C-01Z-00-DX1.B81B53D4-EE33-49BB-A07D-CDE2ADA776F2,20841
TCGA-YG-AA3P-01Z-00-DX1.A7495FDB-C66E-4633-A29C-0FE7A4823E28,14347
TCGA-D9-A4Z2-01Z-00-DX1.0A277A05-ADB5-442B-BBB7-6914B829C66C,12107
TCGA-EE-A17Z-01Z-00-DX1.E7BB5E1F-8D10-410B-BC1F-86BADAC0E46B,16111
TCGA-EB-A430-01Z-00-DX1.96CA9E52-03F0-4565-959D-B9BB5F95EB9D,23892
TCGA-FR-A2OS-01Z-00-DX1.9F35411B-FFCE-4BD7-8161-68DE08C67AB8,6430
TCGA-EB-A4P0-01Z-00-DX1.9B525DEA-619A-43B6-B9C4-BB98511DEE56,8727
TCGA-EE-A2MG-01Z-00-DX1.6C994F68-7326-40F7-BCE1-D77716962E9A,15289
TCGA-D9-A1JX-06Z-00-DX2.0B0F653F-D2C8-40EE-AF07-5A3DF2E3DD35,17308
TCGA-FR-A3YN-01Z-00-DX1.2E95B327-14BD-4B92-8E0D-512E3F38B513,9538
TCGA-EB-A5UL-06Z-00-DX1.1E65A435-D10E-416E-A23B-6C31BAA9A975,12666
TCGA-WE-A8ZM-06Z-00-DX1.07BB6E6F-6B7C-4924-B43D-D47ABD76C0BE,8619
TCGA-EE-A29P-01Z-00-DX1.E4E718E1-C5C3-477E-8073-F30C4D0A52C3,28232
TCGA-D3-A2JP-06Z-00-DX1.5418E86B-EF73-4430-B322-AE6D88CE04F0,20580
TCGA-D3-A2J9-06Z-00-DX1.5526CFD6-96AB-49F8-B88C-DC9DC5E349F0,14712
TCGA-BF-A3DL-01Z-00-DX1.19B241AC-405E-4C47-8582-7B8B6C6D58CE,1617
TCGA-EE-A2MQ-01Z-00-DX1.9EDA37BD-21FD-4CED-8375-5D8FFD2D6CA0,11197
TCGA-BF-AAOU-01Z-00-DX1.9DC6A879-0AF0-4301-A027-248ACDBB301D,11670
TCGA-FS-A1ZD-06Z-00-DX2.B2BF872D-1690-49FC-A8E7-921AA5F60A26,39543
TCGA-W3-A824-06Z-00-DX1.29C5C32A-10D0-44C9-A54A-6568BC8DDBC8,14546
TCGA-EE-A2GB-01Z-00-DX1.77982EF7-6A82-43BD-9D6C-AD19B5D671EC,7388
TCGA-EB-A85J-01Z-00-DX1.F297CAB5-A709-4782-8D83-C23E0949B03A,2780
TCGA-EB-A41A-01Z-00-DX1.76C495EA-698C-465C-B2FA-5AF9269CED6C,12691
TCGA-EE-A29R-06Z-00-DX1.5CE08E24-7D53-4E85-94CB-76296177D92A,20319
TCGA-FS-A1ZN-01Z-00-DX9.70815334-6AEE-45EC-A76F-132BD19F4B33,8262
TCGA-FS-A1ZN-01Z-00-DX6.465E4569-54BC-4EF0-AE51-0995B2967914,20582
TCGA-EE-A2MJ-01Z-00-DX1.9D80E9EC-CDC4-4162-993E-4586A8E573A1,17112
TCGA-EE-A2GT-01Z-00-DX1.D3BA94B8-89D6-4495-A36B-8C47A56DFD44,4113
TCGA-EE-A29B-01Z-00-DX1.879D9639-D004-450B-8DB8-DE9CDBD0AEE3,7157
TCGA-EB-A6QZ-01Z-00-DX1.1773352D-5C62-4FC2-A377-2F73EFA5FCD2,5392
TCGA-D3-A3MO-06Z-00-DX1.F375C5A1-723B-4F61-B1AB-6AF1B944A327,19528
TCGA-FS-A1ZM-06Z-00-DX3.339CCE1D-3E08-481D-9FF6-2D0F99BE4DBC,18962
TCGA-D9-A4Z6-06Z-00-DX1.9AE8803C-4560-4E79-97A8-0CD6DA1890DC,10763
TCGA-EE-A2GS-01Z-00-DX1.77D6F0AA-5D58-4863-BC0C-362B3063756D,7590
TCGA-EE-A2GR-01Z-00-DX1.A84F7FE6-EE4E-4DD2-A0DF-856923EFE661,7763
TCGA-DA-A1IB-01Z-00-DX1.4D07114F-A581-4AEE-BB40-BBBA3DFF58FE,896
TCGA-EB-A299-01Z-00-DX1.22F1489B-6A55-411D-816B-C5DFD1A7BE52,5098
TCGA-EB-A24D-01Z-00-DX1.32127705-0E27-489D-8639-DD58EE59A61D,15468
TCGA-D3-A2JK-06Z-00-DX1.B53201B1-E21D-4275-9D5D-31890053171D,20884
TCGA-FR-A728-01Z-00-DX1.FF67AF45-E879-449F-BAA1-73B3DB4D79FA,6888
TCGA-EB-A41B-01Z-00-DX1.68B1C834-C7AD-43FE-AAB9-AE560C649834,3930
TCGA-ER-A19H-01Z-00-DX1.7B596DAD-BA3C-4FB2-81FD-C03516A4E45A,29450
TCGA-DA-A3F5-01Z-00-DX1.DE4D3676-4F83-4076-AA6C-24D4C62DD9A0,7481
TCGA-D3-A2JC-06Z-00-DX1.C5D339EB-672E-41B5-BB6F-008D22E84E1B,22188
TCGA-D3-A2JB-06Z-00-DX1.BA8C1987-4474-47FE-8FDC-D15C2A41AC90,13646
TCGA-EE-A3JD-01Z-00-DX1.D4E5B644-C7EF-442D-91FB-594685CEBFD8,4375
TCGA-EB-A550-01Z-00-DX1.10817DE0-BB6B-4539-9945-7B1B5B314C83,19693
TCGA-GN-A26D-01Z-00-DX1.C15A8493-006C-4595-864C-DA8DA21ADADE,22433
TCGA-RP-A690-01Z-00-DX1.33FBA3CD-46C6-41B9-8F56-EFF2BBF8B1AE,80
TCGA-D9-A6EA-01Z-00-DX1.4EC8653B-A344-4F8F-9B5D-17B9FF444DC0,1142
TCGA-DA-A1I7-01Z-00-DX1.EC6BB67F-9AEF-47EA-AF5D-508352639DD4,2095
TCGA-DX-A48J-01Z-00-DX1.6D99D373-CDE2-4928-BCC9-6A75964D5570,22817
TCGA-QQ-A5VA-01Z-00-DX1.64E25D9A-BB2A-44DA-9C58-08E1FCA8F29F,44418
TCGA-DX-AB36-01Z-00-DX2.B0293A74-52AC-490B-A5F0-CA96F4B36252,13430
TCGA-DX-AB36-01Z-00-DX1.83E57948-B439-45B6-ACBF-1CBBCF79EE88,8125
TCGA-DX-A48V-01Z-00-DX1.6B1D0182-7668-43D7-A59C-118E14B2B98D,31506
TCGA-DX-A8BK-01Z-00-DX1.561AFD15-8F74-453E-A4BC-D468A112919E,31267
TCGA-DX-A8BU-01Z-00-DX5.31B8BD0E-93C4-4338-9271-B14517D14361,10362
TCGA-DX-A8BU-01Z-00-DX3.E1C699EA-E835-4131-B585-B6DD35F6776D,8037
TCGA-DX-A8BU-01Z-00-DX2.C52662FF-6045-42CD-B973-BB8B54B167C4,9102
TCGA-DX-A6YV-01Z-00-DX1.A2BD539F-5478-4AA5-BB43-87DE59CD9EC1,10214
TCGA-DX-A3UC-01Z-00-DX1.AE45129F-2881-4BAD-A165-A20F033AA3C3,26928
TCGA-WK-A8XQ-01Z-00-DX1.9567D1AA-A6BE-4642-9E4A-FA10F5CE189B,13449
TCGA-WK-A8XQ-01Z-00-DX3.224831F2-0BF9-4055-B5FA-D08B88B29962,13611
TCGA-DX-A8BK-01Z-00-DX2.DE45A2BA-9FDD-43CE-BFA4-7759A10C60AE,28550
TCGA-WK-A8XQ-01Z-00-DX4.30293A97-47CC-4EB2-AFDE-458E7FE19759,13538
TCGA-DX-A8BP-01Z-00-DX2.39EB8513-A46C-4CD0-81BB-BF84B63C7D17,22106
TCGA-VT-A80G-01Z-00-DX1.49EC72C6-0398-48E7-B820-9E3205256AC8,23985
TCGA-DX-A8BP-01Z-00-DX1.DDCD7598-FCD5-4AE8-8340-F42A911F2A51,19857
TCGA-X6-A8C6-01Z-00-DX1.58506473-F178-4D41-94BA-7300851AE096,28568
TCGA-X6-A8C6-01Z-00-DX3.04354C61-B3A0-4937-974E-582C92C5706B,27949
TCGA-DX-A1L0-01Z-00-DX1.4FA1C23F-8118-4BE4-842A-C7B0C57C9876,32793
TCGA-DX-AB3C-01Z-00-DX1.C4E951CF-588C-42F7-BDCB-8542198F3D8F,36829
TCGA-DX-A1L4-01Z-00-DX1.771F338F-94D2-432F-A35D-6B72852BC245,21114
TCGA-X6-A8C2-01Z-00-DX5.CDF34EFE-A8C3-4694-B2E7-D00B8F26B0C3,22029
TCGA-X6-A7WA-01Z-00-DX5.30939591-8A52-49F8-A2BD-29E1525D50E6,21017
TCGA-X9-A973-01Z-00-DX4.FE330AB1-D826-42C7-BB49-49EEA7D6B744,27670
TCGA-DX-A1L3-01Z-00-DX1.E8818734-E8DA-40F7-9E14-5806D4691E96,25728
TCGA-DX-A3UB-01Z-00-DX1.964694B5-87D4-4CB7-A59B-31CA62CE346F,16598
TCGA-DX-AB30-01Z-00-DX4.A42724BE-DC42-43E6-9111-E1D0DCCE7B68,16051
TCGA-DX-A8BM-01Z-00-DX4.35C615EA-AC31-40DD-8436-3C44AD614A3D,19662
TCGA-DX-AB30-01Z-00-DX2.155BA18C-1634-416F-BED0-FFAEA5FA95C7,20900
TCGA-UE-A6QT-01Z-00-DX1.0F595E78-5CAC-48A8-9F64-19A54A0E41FB,21790
TCGA-DX-AB30-01Z-00-DX1.A9944B8C-7CB0-4D98-A69F-C6A7953906C7,20867
TCGA-SI-AA8C-01Z-00-DX4.B7FF9BA7-E348-4139-9B04-5536D986EA39,15178
TCGA-DX-AB2Z-01Z-00-DX5.0723F578-3315-4053-89F9-C44677869F6F,20552
TCGA-X6-A7WB-01Z-00-DX4.52F111E4-2DF2-4CFC-A771-FBCDADF0DCD2,19369
TCGA-X6-A7WB-01Z-00-DX3.F2662EFE-A72B-41D7-9E0F-55C40E01BB06,18622
TCGA-K1-A42X-01Z-00-DX1.2DCF75BD-97A6-4A0F-B52D-D6A3D8A7D29A,15028
TCGA-N1-A6IA-01Z-00-DX2.4B86FF72-9547-4C6C-8221-74DDFDABD579,20648
TCGA-SI-A71O-01Z-00-DX4.C708238B-27A8-4947-ABBA-3566A07830CF,24597
TCGA-DX-AB2X-01Z-00-DX1.82A8FC03-4E3D-4061-8119-B3277AE3CD8D,39645
TCGA-DX-A8BJ-01Z-00-DX1.289C2277-FC76-4A54-BE50-2AD0CEA75A26,18841
TCGA-QC-A6FX-01Z-00-DX1.361C75FD-85B7-4E61-B615-37CB44AF5187,26428
TCGA-DX-A7EI-01Z-00-DX4.7AD7DC7F-0192-407B-B94D-83E398E88AF9,30373
TCGA-DX-A7EI-01Z-00-DX2.7CAF2DEA-34A2-4841-94BE-C4B814D479CD,38305
TCGA-DX-A7EI-01Z-00-DX3.D0068AA2-E10C-4C92-8836-F84F395AD744,32570
TCGA-IS-A3K8-01Z-00-DX1.79395F08-C68C-49F9-A5F6-1693640A18E3,21087
TCGA-DX-A3LW-01Z-00-DX1.0C50FA3C-7A1E-4D34-BC48-B134C6220356,38523
TCGA-MO-A47P-01Z-00-DX1.CA796598-693C-4766-A812-C718A7E144CE,11184
TCGA-DX-A2J0-01Z-00-DX1.D967A85F-4E39-4D18-A548-0767A7A761CE,14779
TCGA-SI-A71P-01Z-00-DX3.84995B2A-A8EF-43E2-95E2-5543BF5AC3DF,14832
TCGA-3B-A9HI-01Z-00-DX1.FF553011-934A-4E3E-AA53-B87FC307E095,25287
TCGA-DX-A3LY-01Z-00-DX1.9F133C2C-AFFA-4A13-AA2B-BB4824FFAD61,23157
TCGA-DX-A6BB-01Z-00-DX1.3F018940-82E9-43ED-A943-3A64979DFD93,28666
TCGA-3B-A9HO-01Z-00-DX1.92599E15-92BB-4C57-80AB-B5820DE98B7B,14402
TCGA-DX-A7EN-01Z-00-DX1.52998939-9BD1-426B-8241-9513271452DF,35126
TCGA-DX-AATS-01Z-00-DX2.463742C8-7526-4D1A-9508-0E18EAB56FF4,26696
TCGA-LI-A67I-01Z-00-DX8.99C4B5EF-3694-42DF-9C3A-92ACBCB29C87,14131
TCGA-DX-A8BG-01Z-00-DX4.E0AC399A-4F3B-482C-AD55-0E03CB980F1B,21750
TCGA-LI-A67I-01Z-00-DX7.1D2A8ED5-5342-4B2D-9076-B10353563393,9953
TCGA-X6-A8C3-01Z-00-DX3.148A57F7-8DB5-4213-AA14-DD226427CD51,26993
TCGA-WK-A8XT-01Z-00-DX2.A636FC47-4502-42CB-AA7B-123A15C4DC9B,11241
TCGA-WK-A8XT-01Z-00-DX5.445AE554-6484-4950-A4D2-46D89B2F8534,11349
TCGA-3B-A9HZ-01Z-00-DX1.BA2FF808-4959-436B-86C4-9D715EE3671A,19542
TCGA-DX-A7ET-01Z-00-DX1.D638B21F-7BA8-4BAF-A919-98332DC2BB97,19596
TCGA-DX-A8BR-01Z-00-DX2.5304D281-4602-43C3-B03F-5B42278F54D7,20104
TCGA-DX-A8BX-01Z-00-DX5.FC00339C-A5E3-491A-AA89-4AB0D1F940B7,24689
TCGA-DX-A6YQ-01Z-00-DX2.E6F3F7A4-7B14-4E0A-9518-EAEC705349BE,24339
TCGA-DX-A8BN-01Z-00-DX5.F35A5F8C-5730-42CD-9C9F-EF8F94153DD4,30846
TCGA-DX-AB2H-01Z-00-DX1.F595B9EE-062B-41CA-B96C-58E8F11963AF,25876
TCGA-DX-A8BN-01Z-00-DX1.CE81F207-1A2E-4D8F-BA3C-B69A417E5F46,29970
TCGA-DX-A23Z-01Z-00-DX1.BA0DD1F3-2339-499D-B686-5531CA73E462,25707
TCGA-DX-A8BZ-01Z-00-DX1.86BAB60B-FCF6-4FC6-B586-75030B26DF8B,24629
TCGA-DX-A1L1-01Z-00-DX1.AF505C16-DC64-4346-A1DF-595A43848832,21224
TCGA-DX-A6YZ-01Z-00-DX5.62FEC976-A4A4-42D5-9E49-AAC2C1ED7E9F,35050
TCGA-DX-A6YZ-01Z-00-DX1.7963C2DD-51A8-4786-A70A-3A22B3BB06A7,21300
TCGA-DX-A8BH-01Z-00-DX5.6B898E9A-DC8C-40E6-A809-9E0C623A6459,19566
TCGA-MB-A5Y8-01Z-00-DX1.62427966-EBEF-43A6-80CB-88EF2873E3CD,11450
TCGA-Z4-A9VC-01Z-00-DX1.42D1CACE-2FFB-4CE4-B8D6-8C0D5BC3B3F2,13868
TCGA-DX-A6YV-01Z-00-DX3.940BC7F7-FEEA-48C2-8861-ABA89948A426,14200
TCGA-QQ-A8VD-01Z-00-DX1.B9F0EA8B-BC8F-438E-B59F-F089FF30374B,19220
TCGA-DX-A7EF-01Z-00-DX5.DDE4F914-29AF-429C-817D-2B10F04FC662,21817
TCGA-X6-A8C6-01Z-00-DX4.E0392C72-944A-4738-963A-C36B2D5A9B8F,27949
TCGA-DX-AB3C-01Z-00-DX2.CBA90EC0-A148-400F-9DFA-870F637E2958,30465
TCGA-DX-A8BM-01Z-00-DX3.7E716878-5B10-4EF9-825B-00BDDDDAE32B,22019
TCGA-DX-AB30-01Z-00-DX5.951C5DB8-9EA1-4895-9811-61E289001B56,16903
TCGA-IE-A6BZ-01Z-00-DX1.49A03D64-0632-47FA-8D86-AE02BBC4827E,6436
TCGA-DX-AB2Z-01Z-00-DX4.8EB9A511-B9C2-4997-9BDB-A2D8C6FC08AC,23449
TCGA-SI-AA8C-01Z-00-DX5.758CE147-E8E1-4E2A-BF72-FD07FBB444E0,13216
TCGA-DX-AB2Z-01Z-00-DX2.36A7E602-B5A6-4EDA-BB0E-1ACFC52DC331,25265
TCGA-PC-A5DO-01Z-00-DX1.9C3629E6-12D2-428C-A2BA-B9EB312E82F6,7532
TCGA-DX-A8BJ-01Z-00-DX5.7F2BFAFD-140A-4003-8BFD-DB14B8CA3FBB,40366
TCGA-X6-A8C4-01Z-00-DX2.BD2D8854-ED89-4B6C-ADC2-93F1804EABA1,29253
TCGA-3B-A9I0-01Z-00-DX1.AE4FDD21-8DB7-4E8B-A6A9-7B4E86E011B0,8222
TCGA-DX-A23R-01Z-00-DX1.4019729D-79B3-4B0E-8C5B-02938F5C61D2,27544
TCGA-DX-A8BU-01Z-00-DX4.25EC8835-3E47-4298-92E6-A35130E7E936,9619
TCGA-DX-A8BU-01Z-00-DX1.FDFF2EFE-079E-4F74-9169-F92C28689F94,8441
TCGA-DX-A8BK-01Z-00-DX4.8D3D5C8D-63A6-487B-B2DB-91CFBC6E1C63,24300
TCGA-DX-A8BK-01Z-00-DX3.AF273EFF-9252-4F7D-82CF-B8F36DF6B40C,26360
TCGA-DX-A6YV-01Z-00-DX2.13AA3F9B-4841-412F-9E2C-42F0852A98AF,15671
TCGA-X6-A7WB-01Z-00-DX2.50621B7B-8DC1-4F08-8298-1EF60334CBE2,19356
TCGA-X6-A8C6-01Z-00-DX2.18FB768D-0D88-4B6F-A070-234460831E0E,27906
TCGA-X6-A8C2-01Z-00-DX1.E45B7ADD-607F-40E6-940B-626ED6D8D89E,23154
TCGA-X6-A7WA-01Z-00-DX4.52076AA1-100A-406A-BB56-36F689DD9530,21887
TCGA-X6-A7WA-01Z-00-DX3.3A3BD0ED-76D7-420C-A925-38BE5513100B,22031
TCGA-X9-A973-01Z-00-DX3.CB4E5E9F-04DD-4471-B1BD-0DDD1795E39E,24799
TCGA-X9-A973-01Z-00-DX1.DAE4AA6B-C98B-45DF-9B60-056E9CBA0F62,25822
TCGA-DX-A23U-01Z-00-DX1.39EF5662-E7E5-4D5C-BB70-9AA00B762AC5,29648
TCGA-DX-A6BG-01Z-00-DX2.34763958-0613-4069-9ACC-13D6633FE415,13169
TCGA-DX-A3UD-01Z-00-DX1.1E1A1C66-E8EB-41B0-A02B-26B54D6EA962,22973
TCGA-SI-AA8C-01Z-00-DX2.BD0020ED-4F05-477E-AC29-6C0DB4DF62C6,14535
TCGA-DX-AB2Z-01Z-00-DX1.733ED0F9-D892-4C26-8DE0-5209C8121F11,31573
TCGA-DX-AB3B-01Z-00-DX1.454F6EDB-796F-4BB0-A92E-E4F5D592E897,12663
TCGA-DX-A6B8-01Z-00-DX1.1B49BDFB-8585-4494-9DC3-B3F10DEDF0FC,20212
TCGA-N1-A6IA-01Z-00-DX1.142AF3BF-6CFF-4A3B-BCA6-186516FE4718,29310
TCGA-MJ-A68H-01Z-00-DX1.104DE5B7-C7BE-4A27-8E1E-EB5341B59DEE,32099
TCGA-SI-A71O-01Z-00-DX3.A7AA88F2-8DFC-463A-BF6C-09F477E6AEB4,27420
TCGA-X6-A8C4-01Z-00-DX3.211D82B8-6161-4217-8D55-B039DE9503ED,30982
TCGA-QQ-A5V2-01Z-00-DX1.E26AA69F-E266-4C5F-AFAB-A203E28B4E28,35168
TCGA-KD-A5QT-01Z-00-DX1.6BC4EB64-F17F-4666-A9F4-56C63BA85B8A,21536
TCGA-3B-A9HU-01Z-00-DX1.86652A54-6BCD-4EB5-B8A4-10DDE057F706,22592
TCGA-PC-A5DK-01Z-00-DX1.C2D3BC09-411F-46CF-811B-FDBA7C2A295B,15899
TCGA-IE-A4EJ-01Z-00-DX1.D1F60667-AE35-4920-BA47-7FF09D19EE54,6053
TCGA-DX-A8BK-01Z-00-DX5.D1BF0805-9855-4AD9-8EB9-027355809798,25503
TCGA-WK-A8XQ-01Z-00-DX2.64263F00-71B0-4099-BF60-DFB5391E05EA,13447
TCGA-QQ-A8VH-01Z-00-DX1.7DD6E80A-C8BD-4114-84B3-995457D756A8,11845
TCGA-DX-A3M2-01Z-00-DX1.B2806534-80E2-488B-852D-F87D8F6B0997,32323
TCGA-DX-A48N-01Z-00-DX1.BFC9AF5D-3E7E-431E-B6CC-99F98FB4873A,19929
TCGA-QQ-A5V9-01Z-00-DX1.27B08640-62D5-487E-AAAC-E66FB087246C,40291
TCGA-3B-A9HQ-01Z-00-DX1.6B5F22F9-5E76-4852-8F0C-C69F55073DCD,17462
TCGA-X6-A8C6-01Z-00-DX5.5E6D1D13-1DBF-4386-9A67-F05312B1A300,27550
TCGA-FX-A3NJ-01Z-00-DX1.5564E61C-A2F4-4ECA-8C0D-217112DD4E83,3567
TCGA-MB-A8JK-01Z-00-DX1.15EE305B-4B08-44E6-B043-01ABA8610255,14433
TCGA-X6-A8C2-01Z-00-DX2.6F2D454E-9330-4182-93F7-2112B5BA9391,23375
TCGA-HS-A5N8-01Z-00-DX1.601413E5-4F0F-4ABD-B307-37A132334F75,10971
TCGA-X9-A973-01Z-00-DX2.9C18D590-74EF-4FC9-84C2-3536539B5524,26397
TCGA-DX-A1L2-01Z-00-DX1.CEAD4A86-AFFE-4A9B-A7B8-07791459091B,27423
TCGA-DX-A6BG-01Z-00-DX1.64FE42B8-DE0D-4C50-817B-1F0FB159CD2F,31694
TCGA-DX-A8BM-01Z-00-DX2.ABF8B185-6096-4594-BC84-C16EBD2EA658,18265
TCGA-FX-A3RE-01Z-00-DX1.391893BE-03BE-4E52-96E2-1CE259ECB20D,3532
